id,type,subpanel,budget,duration,coinvestigators
2014/15/B/ST8/04682,Konkurs: OPUS 8  - ogłoszony 2014-09-15,ST8   - Inżynieria procesów i produkcji,Przyznana kwota: 874 850 PLN,Czas trwania projektu: 30 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/ST8/04762,Konkurs: OPUS 8  - ogłoszony 2014-09-15,ST8   - Inżynieria procesów i produkcji,Przyznana kwota: 534 440 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2014/15/B/ST8/04767,Konkurs: OPUS 8  - ogłoszony 2014-09-15,ST8   - Inżynieria procesów i produkcji,Przyznana kwota: 921 584 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 10
2014/15/B/ST9/00093,Konkurs: OPUS 8  - ogłoszony 2014-09-15,ST9   - Astronomia i badania kosmiczne,Przyznana kwota: 448 700 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 2
2014/15/B/ST9/00106,Konkurs: OPUS 8  - ogłoszony 2014-09-15,ST9   - Astronomia i badania kosmiczne,Przyznana kwota: 620 100 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 8
2014/15/B/ST9/02111,Konkurs: OPUS 8  - ogłoszony 2014-09-15,ST9   - Astronomia i badania kosmiczne,Przyznana kwota: 450 390 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2014/15/B/ST9/03981,Konkurs: OPUS 8  - ogłoszony 2014-09-15,ST9   - Astronomia i badania kosmiczne,Przyznana kwota: 459 390 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 1
2014/15/B/ST9/04043,Konkurs: OPUS 8  - ogłoszony 2014-09-15,ST9   - Astronomia i badania kosmiczne,Przyznana kwota: 449 520 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/ST9/04782,Konkurs: OPUS 8  - ogłoszony 2014-09-15,ST9   - Astronomia i badania kosmiczne,Przyznana kwota: 495 800 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2015/17/B/HS1/02332,Konkurs: OPUS 9  - ogłoszony 2015-03-16,HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości,Przyznana kwota: 127 511 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 1
2015/17/B/HS1/02569,Konkurs: OPUS 9  - ogłoszony 2015-03-16,HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości,Przyznana kwota: 160 200 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 2
2015/17/B/HS2/01246,Konkurs: OPUS 9  - ogłoszony 2015-03-16,HS2   - Kultura i twórczość kulturowa,Przyznana kwota: 147 284 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 5
2015/17/B/HS2/01455,Konkurs: OPUS 9  - ogłoszony 2015-03-16,HS2   - Kultura i twórczość kulturowa,Przyznana kwota: 312 700 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 4
2015/17/B/HS2/01784,Konkurs: OPUS 9  - ogłoszony 2015-03-16,HS2   - Kultura i twórczość kulturowa,Przyznana kwota: 255 580 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 4
2015/17/B/HS2/01910,Konkurs: OPUS 9  - ogłoszony 2015-03-16,HS2   - Kultura i twórczość kulturowa,Przyznana kwota: 109 000 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 1
2015/17/B/HS3/00107,Konkurs: OPUS 9  - ogłoszony 2015-03-16,HS3   - Wiedza o przeszłości,Przyznana kwota: 362 564 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2015/17/B/HS3/00169,Konkurs: OPUS 9  - ogłoszony 2015-03-16,HS3   - Wiedza o przeszłości,Przyznana kwota: 245 300 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 2
2015/17/B/HS3/00170,Konkurs: OPUS 9  - ogłoszony 2015-03-16,HS3   - Wiedza o przeszłości,Przyznana kwota: 272 700 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2015/17/B/HS3/00389,Konkurs: OPUS 9  - ogłoszony 2015-03-16,HS3   - Wiedza o przeszłości,Przyznana kwota: 66 100 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 2
2015/17/B/HS4/00265,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"HS4   - Jednostka, instytucje, rynki",Przyznana kwota: 156 800 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 2
2015/17/B/HS4/00297,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"HS4   - Jednostka, instytucje, rynki",Przyznana kwota: 122 820 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 2
2015/17/B/HS4/00338,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"HS4   - Jednostka, instytucje, rynki",Przyznana kwota: 275 088 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 3
2015/17/B/HS4/00911,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"HS4   - Jednostka, instytucje, rynki",Przyznana kwota: 228 880 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 4
2015/17/B/HS4/00930,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"HS4   - Jednostka, instytucje, rynki",Przyznana kwota: 278 200 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 9
2015/17/B/HS4/00941,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"HS4   - Jednostka, instytucje, rynki",Przyznana kwota: 176 916 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 5
2015/17/B/HS4/01004,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"HS4   - Jednostka, instytucje, rynki",Przyznana kwota: 51 000 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 2
2015/17/B/HS4/01018,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"HS4   - Jednostka, instytucje, rynki",Przyznana kwota: 296 360 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2015/17/B/HS4/01063,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"HS4   - Jednostka, instytucje, rynki",Przyznana kwota: 59 200 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 1
2015/17/B/HS4/01077,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"HS4   - Jednostka, instytucje, rynki",Przyznana kwota: 252 580 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 3
2015/17/B/HS4/02039,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"HS4   - Jednostka, instytucje, rynki",Przyznana kwota: 216 060 PLN,Czas trwania projektu: 12 miesięcy,Liczba wykonawców projektu: 4
2015/17/B/HS4/02708,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"HS4   - Jednostka, instytucje, rynki",Przyznana kwota: 443 700 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 8
2015/17/B/HS4/02750,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"HS4   - Jednostka, instytucje, rynki",Przyznana kwota: 295 344 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 5
2015/17/B/HS5/00419,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"HS5   - Prawo, nauki o polityce, polityki publiczne",Przyznana kwota: 70 320 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 1
2015/17/B/HS5/00430,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"HS5   - Prawo, nauki o polityce, polityki publiczne",Przyznana kwota: 106 338 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 1
2015/17/B/HS5/00463,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"HS5   - Prawo, nauki o polityce, polityki publiczne",Przyznana kwota: 130 000 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 6
2015/17/B/HS5/00467,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"HS5   - Prawo, nauki o polityce, polityki publiczne",Przyznana kwota: 231 360 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 5
2015/17/B/HS5/00472,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"HS5   - Prawo, nauki o polityce, polityki publiczne",Przyznana kwota: 71 760 PLN,Czas trwania projektu: 12 miesięcy,Liczba wykonawców projektu: 3
2015/17/B/HS5/00473,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"HS5   - Prawo, nauki o polityce, polityki publiczne",Przyznana kwota: 98 034 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 2
2015/17/B/HS5/00753,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"HS5   - Prawo, nauki o polityce, polityki publiczne",Przyznana kwota: 311 353 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 5
2015/17/B/HS6/04144,Konkurs: OPUS 9  - ogłoszony 2015-03-16,HS6   - Człowiek i życie społeczne,Przyznana kwota: 377 440 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2015/17/B/HS6/04148,Konkurs: OPUS 9  - ogłoszony 2015-03-16,HS6   - Człowiek i życie społeczne,Przyznana kwota: 99 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 10
2015/17/B/HS6/04157,Konkurs: OPUS 9  - ogłoszony 2015-03-16,HS6   - Człowiek i życie społeczne,Przyznana kwota: 725 200 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2015/17/B/HS6/04182,Konkurs: OPUS 9  - ogłoszony 2015-03-16,HS6   - Człowiek i życie społeczne,Przyznana kwota: 1 029 640 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2015/17/B/NZ1/00871,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ1   - Podstawowe procesy życiowe na poziomie molekularnym,Przyznana kwota: 618 400 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2015/17/B/NZ2/01173,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"NZ2   - Genetyka, genomika",Przyznana kwota: 1 205 200 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2015/17/B/NZ3/01051,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ3   - Biologia na poziomie komórki,Przyznana kwota: 654 260 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2015/17/B/NZ4/02658,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"NZ4   - Biologia na poziomie tkanek, narządów i organizmów",Przyznana kwota: 1 089 200 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2015/17/B/NZ4/02669,Konkurs: OPUS 9  - ogłoszony 2015-03-16,"NZ4   - Biologia na poziomie tkanek, narządów i organizmów",Przyznana kwota: 820 880 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 11
2015/17/B/NZ5/00292,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ5   - Choroby niezakaźne ludzi i zwierząt,Przyznana kwota: 544 840 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2015/17/B/NZ5/01357,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ5   - Choroby niezakaźne ludzi i zwierząt,Przyznana kwota: 705 332 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2015/17/B/NZ6/01969,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ6   - Immunologia i choroby zakaźne ludzi i zwierząt,Przyznana kwota: 898 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 8
2015/17/B/NZ6/02078,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ6   - Immunologia i choroby zakaźne ludzi i zwierząt,Przyznana kwota: 396 000 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 6
2015/17/B/NZ6/03459,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ6   - Immunologia i choroby zakaźne ludzi i zwierząt,Przyznana kwota: 1 061 160 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 9
2015/17/B/NZ6/03473,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ6   - Immunologia i choroby zakaźne ludzi i zwierząt,Przyznana kwota: 866 200 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2015/17/B/NZ6/04248,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ6   - Immunologia i choroby zakaźne ludzi i zwierząt,Przyznana kwota: 640 000 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 2
2015/17/B/NZ7/02952,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 612 080 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 9
2015/17/B/NZ7/02973,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 753 600 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 8
2015/17/B/NZ7/02979,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 716 664 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 7
2015/17/B/NZ7/02985,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 678 240 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2015/17/B/NZ7/03018,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 1 160 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2015/17/B/NZ7/03032,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 688 800 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 13
2015/17/B/NZ7/03058,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 1 039 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2015/17/B/NZ7/03086,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 866 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 10
2015/17/B/NZ7/03089,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 783 080 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 8
2015/17/B/NZ8/02347,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ8   - Podstawy wiedzy o życiu na poziomie środowiskowym,Przyznana kwota: 731 760 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2015/17/B/NZ8/02402,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ8   - Podstawy wiedzy o życiu na poziomie środowiskowym,Przyznana kwota: 649 917 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2015/17/B/NZ8/02403,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ8   - Podstawy wiedzy o życiu na poziomie środowiskowym,Przyznana kwota: 450 890 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 10
2015/17/B/NZ8/02436,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ8   - Podstawy wiedzy o życiu na poziomie środowiskowym,Przyznana kwota: 690 668 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 8
2015/17/B/NZ8/02473,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ8   - Podstawy wiedzy o życiu na poziomie środowiskowym,Przyznana kwota: 669 040 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 5
2015/17/B/NZ8/02481,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ8   - Podstawy wiedzy o życiu na poziomie środowiskowym,Przyznana kwota: 1 169 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 8
2015/17/B/NZ8/02484,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ8   - Podstawy wiedzy o życiu na poziomie środowiskowym,Przyznana kwota: 415 470 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 3
2015/17/B/NZ8/02492,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ8   - Podstawy wiedzy o życiu na poziomie środowiskowym,Przyznana kwota: 579 924 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2015/17/B/NZ9/01532,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 526 090 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2015/17/B/NZ9/01552,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 786 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2015/17/B/NZ9/01695,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 484 090 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 11
2015/17/B/NZ9/03577,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 582 600 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2015/17/B/NZ9/03595,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 773 040 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2015/17/B/NZ9/03601,Konkurs: OPUS 9  - ogłoszony 2015-03-16,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 379 500 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2015/17/B/ST1/00062,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST1   - Nauki matematyczne,Przyznana kwota: 263 800 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 2
2015/17/B/ST1/00064,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST1   - Nauki matematyczne,Przyznana kwota: 228 520 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2015/17/B/ST1/00085,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST1   - Nauki matematyczne,Przyznana kwota: 246 700 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2015/17/B/ST1/00091,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST1   - Nauki matematyczne,Przyznana kwota: 134 400 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 2
2015/17/B/ST1/01102,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST1   - Nauki matematyczne,Przyznana kwota: 483 920 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2015/17/B/ST1/01259,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST1   - Nauki matematyczne,Przyznana kwota: 159 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 1
2015/17/B/ST10/01833,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST10   - Nauki o Ziemi,Przyznana kwota: 288 200 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2015/17/B/ST10/01946,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST10   - Nauki o Ziemi,Przyznana kwota: 223 400 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 5
2015/17/B/ST10/02712,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST10   - Nauki o Ziemi,Przyznana kwota: 203 022 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 7
2015/17/B/ST10/03114,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST10   - Nauki o Ziemi,Przyznana kwota: 590 040 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2015/17/B/ST10/03228,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST10   - Nauki o Ziemi,Przyznana kwota: 160 840 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 2
2015/17/B/ST10/03231,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST10   - Nauki o Ziemi,Przyznana kwota: 438 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 8
2015/17/B/ST10/03335,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST10   - Nauki o Ziemi,Przyznana kwota: 348 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 9
2015/17/B/ST10/03340,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST10   - Nauki o Ziemi,Przyznana kwota: 250 800 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 9
2015/17/B/ST10/03346,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST10   - Nauki o Ziemi,Przyznana kwota: 279 312 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 2
2015/17/B/ST10/03390,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST10   - Nauki o Ziemi,Przyznana kwota: 311 800 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2015/17/B/ST10/03411,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST10   - Nauki o Ziemi,Przyznana kwota: 507 480 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 10
2015/17/B/ST10/03927,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST10   - Nauki o Ziemi,Przyznana kwota: 340 920 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2015/17/B/ST2/00101,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST2   - Podstawowe składniki materii,Przyznana kwota: 489 800 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2015/17/B/ST2/01625,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST2   - Podstawowe składniki materii,Przyznana kwota: 606 200 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2015/17/B/ST2/01744,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST2   - Podstawowe składniki materii,Przyznana kwota: 742 400 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2015/17/B/ST2/02026,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST2   - Podstawowe składniki materii,Przyznana kwota: 549 800 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2015/17/B/ST2/02871,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST2   - Podstawowe składniki materii,Przyznana kwota: 363 300 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 3
2015/17/B/ST2/02904,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST2   - Podstawowe składniki materii,Przyznana kwota: 537 320 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2015/17/B/ST3/01161,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST3   - Fizyka fazy skondensowanej,Przyznana kwota: 391 800 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2015/17/B/ST3/01219,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST3   - Fizyka fazy skondensowanej,Przyznana kwota: 952 000 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 4
2015/17/B/ST3/02362,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST3   - Fizyka fazy skondensowanej,Przyznana kwota: 701 080 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2015/17/B/ST4/03615,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST4   - Chemia analityczna i fizyczna,Przyznana kwota: 305 200 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2015/17/B/ST4/03616,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST4   - Chemia analityczna i fizyczna,Przyznana kwota: 209 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2015/17/B/ST4/03627,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST4   - Chemia analityczna i fizyczna,Przyznana kwota: 868 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2015/17/B/ST4/03701,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST4   - Chemia analityczna i fizyczna,Przyznana kwota: 887 400 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2015/17/B/ST4/03727,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST4   - Chemia analityczna i fizyczna,Przyznana kwota: 477 100 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2015/17/B/ST4/03733,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST4   - Chemia analityczna i fizyczna,Przyznana kwota: 412 600 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2015/17/B/ST4/04035,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST4   - Chemia analityczna i fizyczna,Przyznana kwota: 839 560 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 3
2015/17/B/ST4/04050,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST4   - Chemia analityczna i fizyczna,Przyznana kwota: 227 500 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 2
2015/17/B/ST4/04128,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST4   - Chemia analityczna i fizyczna,Przyznana kwota: 628 400 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2015/17/B/ST5/00104,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST5   - Synteza i materiały,Przyznana kwota: 529 400 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2015/17/B/ST5/03143,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST5   - Synteza i materiały,Przyznana kwota: 623 400 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2015/17/B/ST6/01867,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST6   - Informatyka i technologie informacyjne,Przyznana kwota: 467 800 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2015/17/B/ST6/01868,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST6   - Informatyka i technologie informacyjne,Przyznana kwota: 284 400 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 8
2015/17/B/ST6/01872,Konkurs: OPUS 9  - ogłoszony 2015-03-16,ST6   - Informatyka i technologie informacyjne,Przyznana kwota: 244 800 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
